,title,overview,original_language,release_date,popularity,vote_count,vote_average
8109,Barbie: Star Light Adventure,"Barbie is a cosmic princess who flies high on her hoverboard through a far-off universe with her adorable and devoted pet sidekick, Pupcorn. One day, everything changes when the twinkling stars start to dim and slow their dance in the sky. Barbie travels to a beautiful new planet to join a special rescue team on a mission to save the stars. Once there, she teams up with a group of talented new friends who work together to save the galaxy through exciting hoverboarding adventures. Barbie soon discovers that if she listens to her heart, and with the help of her friends, she might be the leader the whole universe has been waiting for!",en,2016-08-12,14.261,149,7.0
8110,Magic in the Moonlight,"Set in the 1920s French Riviera, a master magician is commissioned to try and expose a psychic as a fraud.",en,2014-07-25,14.261,1940,6.5
8111,Highlander: Endgame,"Immortals Connor and Duncan Macleod join forces against a man from Connor's distant past in the highlands of Scotland, Kell, an immensely powerful immortal who leads an army of equally powerful and deadly immortal swordsmen and assassins. No immortal alive has been able to defeat Kell yet, and neither Connor nor Duncan are skilled enough themselves to take him on and live. The two of them eventually come to one inevitable conclusion; one of them must die so that the combined power of both the Highlanders can bring down Kell for good. There can be only one... the question is, who will it be?",en,2000-09-01,14.26,349,4.8
8112,Timmy Failure: Mistakes Were Made,"An 11-year old boy believes that he is the best detective in town and runs the agency Total Failures with his best friend, an imaginary 1,200 pound polar bear.",en,2020-01-25,14.259,152,6.2
8113,What We Do in the Shadows,Vampire housemates try to cope with the complexities of modern life and show a newly turned hipster some of the perks of being undead.,en,2014-06-19,14.255,3159,7.6
8114,Sonatine,"Murakawa, a Tokyo yakuza tiring of gangster life, is sent by his boss to Okinawa along with a few of his henchmen to help end a gang war, supposedly to mediate between two warring clans. He finds that the dispute between the clans is insignificant and whilst wondering why he was sent to Okinawa at all, Murakawa’s headquarters are bombed and he and his gang are ambushed.",ja,1993-04-10,14.255,536,7.5
8115,Alien Outpost,A documentary crew follows an elite unit of soldiers in the wake of an alien invasion.,en,2014-09-19,14.254,201,5.3
8116,Lady of the Night,Angelina is tired of long serious relationships. One day she is brutally raped and she changes dramatically. Suddenly she is getting involved in more and more dangerous relations with unknown men until her behavior leads to a fatal crime.,it,1986-02-27,14.254,18,4.9
8117,When in Rome,"After fishing out coins from a water fountain in Italy, cynical New Yorker Beth Harper finds herself being wooed by several ardent suitors. As she deals with the attention, Beth tries to figure out whether a charming reporter really loves her.",en,2010-01-29,14.253,1113,6.0
8118,Pretty Housekeeper 2: Kind Lady,"Ji-hee, who has a husband named Nam-soo, the company's CEO is spending her second year of marriage with a usually modest appearance. Nam-soo wants a child, but Ji-hee confirms that she is infertile. When Nam-soo finds out about this, he had an affair with Mi-yeong, a subordinate, and he decides to divorce her.",ko,2021-04-30,14.252,1,5.0
8119,The Sand Pebbles,"Engineer Jake Holman arrives aboard the gunboat USS San Pablo, assigned to patrol a tributary of the Yangtze in the middle of exploited and revolution-torn 1926 China. His iconoclasm and cynical nature soon clash with the 'rice-bowl' system which runs the ship and the uneasy symbiosis between Chinese and foreigner on the river. Hostility towards the gunboat's presence reaches a climax when the boat must crash through a river-boom and rescue missionaries upriver at China Light Mission.",en,1966-12-20,14.25,211,7.2
8120,Careful What You Wish For,"A guy gets more than he bargained for after entering into an affair with the wife of an investment banker. Soon, a suspicious death and substantial life insurance policy embroil him in a scandal.",en,2015-05-06,14.248,355,6.1
8121,Lost and Delirious,"After starting at an upmarket boarding school, a teenage girl forms close friendships with her two older roommates. However, when she discovers that her new friends are lovers she finds herself caught in a complicated situation.",en,2001-01-21,14.248,440,6.9
8122,My Name Is Nobody,"Jack Beauregard, an ageing gunman of the Old West, only wants to retire in peace and move to Europe. But a young gunfighter, known as ""Nobody"", who idolizes Beauregard, wants him to go out in a blaze of glory. So he arranges for Jack to face the 150-man gang known as The Wild Bunch and earn his place in history.",it,1973-12-13,14.246,817,7.3
8123,"The Adventures of Priscilla, Queen of the Desert","Two drag queens and a transgender woman contract to perform a drag show at a resort in Alice Springs, a town in the remote Australian desert. As they head west from Sydney aboard their lavender bus, Priscilla, the three friends come to the forefront of a comedy of errors, encountering a number of strange characters, as well as incidents of homophobia, whilst widening comfort zones and finding new horizons.",en,1994-05-31,14.246,678,7.3
8124,Wings of Desire,"Two angels, Damiel and Cassiel, glide through the streets of Berlin, observing the bustling population, providing invisible rays of hope to the distressed but never interacting with them. When Damiel falls in love with lonely trapeze artist Marion, the angel longs to experience life in the physical world, and finds -- with some words of wisdom from actor Peter Falk -- that it might be possible for him to take human form.",de,1987-05-17,14.246,1102,7.8
8125,Lupin III: The First,"The iconic ""gentleman thief"" Lupin III returns in an action-packed, continent-spanning adventure, as Lupin III and his colorful underworld companions race to uncover the secrets of the mysterious Bresson Diary, before it falls into the hands of a dark cabal that will stop at nothing to resurrect the Third Reich.",ja,2019-12-06,14.245,257,7.4
8126,Free Solo,"Follow Alex Honnold as he attempts to become the first person to ever free solo climb Yosemite's 3,000 foot high El Capitan wall. With no ropes or safety gear, this would arguably be the greatest feat in rock climbing history.",en,2018-09-28,14.244,1142,7.9
8127,Kickboxer: Retaliation,"One year after the events of ""Kickboxer: Vengeance"", Kurt Sloan has vowed never to return to Thailand. However, while gearing up for a MMA title shot, he finds himself sedated and forced back into Thailand, this time in prison. He is there because the ones responsible want him to face a 6'8"" 400 lbs. beast named Mongkut and in return for the fight, Kurt will get two million dollars and his freedom back. Kurt at first refuses, in which a bounty is placed on his head as a way to force him to face Mongkut. Kurt soon learns he will have no other choice and will undergo his most rigorous training yet under some unexpected mentors in order to face Mongkut in hopes to regain his freedom.",en,2018-01-26,14.244,259,5.4
8128,Sharknado 2: The Second One,"A freak weather system turns its deadly fury on New York City, unleashing a Sharknado on the population and its most cherished, iconic sites - and only Fin and April can save the Big Apple.",en,2014-07-30,14.244,589,4.6
8129,The Long Goodbye,"In 1970s Hollywood, Detective Philip Marlowe tries to help a friend who is accused of murdering his wife.",en,1973-03-07,14.244,504,7.5
8130,The Unforgiven,The neighbors of a frontier family turn on them when it is suspected that their beloved adopted daughter was stolen from the Kiowa tribe.,en,1960-04-06,14.243,150,6.3
8131,The Sisterhood of the Traveling Pants 2,"Four young women continue the journey toward adulthood that began with ""The Sisterhood of the Traveling Pants."" Now three years later, these lifelong friends embark on separate paths for their first year of college and the summer beyond, but remain in touch by sharing their experiences with each other.",en,2008-08-06,14.242,719,6.2
8132,7 Seconds,"When an experienced thief accidentally makes off with a Van Gogh, his partner is kidnapped by gangsters in pursuit of the painting, forcing the criminal to hatch a rescue plan.",en,2005-06-28,14.24,207,5.5
8133,Booty Call,"Rushon is sexually pent-up and ready to take thing things to the next level with his girlfriend, Nikki. But when he calls for a date, she asks to make it a double — bringing along her brash friend, Lysterine, whom Rushon sets up with his lewd buddy, Bunz. Things go better than expected. As the evening transitions from the restaurant to the bedroom, the two men go on a madcap search for what will surely make the night complete: condoms.",en,1997-02-26,14.238,90,5.3
